epoch,alignn_layers.1.node_update.src_update,gcn_layers.2.bn_edges,alignn_layers.2.edge_update.src_gate,alignn_layers.2.node_update.src_gate,gcn_layers.1.src_update,alignn_layers.3.node_update.src_gate,alignn_layers.3.node_update.bn_edges,angle_embedding.1.layer.2,angle_embedding.0,alignn_layers.0.node_update.src_gate,gcn_layers.0.edge_gate,alignn_layers.0.node_update.dst_update,gcn_layers.0.bn_nodes,angle_embedding.1.layer.0,atom_embedding.layer.1,gcn_layers.2.dst_gate,angle_embedding.2.layer.1,alignn_layers.1.edge_update.src_gate,alignn_layers.3.node_update.dst_gate,alignn_layers.0.node_update.dst_gate,alignn_layers.1.edge_update.dst_gate,alignn_layers.0,alignn_layers.0.edge_update.src_gate,alignn_layers.2.edge_update,alignn_layers.1,alignn_layers.1.node_update.bn_nodes,edge_embedding.2,gcn_layers.3.src_update,edge_embedding.1.layer.1,angle_embedding.2.layer.0,gcn_layers.3.dst_gate,alignn_layers.0.node_update.bn_edges,alignn_layers.3.node_update.src_update,alignn_layers.1.node_update.dst_update,gcn_layers.3.bn_nodes,alignn_layers.2.edge_update.edge_gate,atom_embedding.layer.2,gcn_layers.2.dst_update,edge_embedding.1.layer.0,alignn_layers.2,alignn_layers.3.edge_update.edge_gate,edge_embedding.2.layer,angle_embedding.2.layer,gcn_layers.2.edge_gate,alignn_layers.3.node_update.bn_nodes,gcn_layers.1.src_gate,alignn_layers.2.node_update.dst_update,alignn_layers.2.edge_update.dst_gate,angle_embedding,gcn_layers.2.src_update,edge_embedding.2.layer.0,angle_embedding.1.layer.1,gcn_layers.2,edge_embedding.1.layer,alignn_layers.3.node_update.edge_gate,alignn_layers.0.node_update.src_update,alignn_layers.1.edge_update.edge_gate,alignn_layers.2.node_update.bn_nodes,alignn_layers.1.edge_update.bn_edges,atom_embedding.layer.0,alignn_layers.0.node_update.edge_gate,gcn_layers.3.bn_edges,alignn_layers.3.edge_update.bn_edges,gcn_layers.1.bn_edges,gcn_layers.0.dst_gate,alignn_layers.3.edge_update.dst_update,gcn_layers.0.dst_update,angle_embedding.1,alignn_layers.1.node_update.src_gate,alignn_layers.2.node_update.src_update,readout,alignn_layers.3,alignn_layers.1.node_update,alignn_layers.2.node_update.edge_gate,alignn_layers.1.edge_update,alignn_layers.2.node_update.bn_edges,alignn_layers.0.edge_update.edge_gate,alignn_layers.0.edge_update.src_update,gcn_layers.3.dst_update,edge_embedding,alignn_layers.2.edge_update.bn_nodes,gcn_layers.1.edge_gate,alignn_layers.1.edge_update.bn_nodes,edge_embedding.1,gcn_layers.0.src_update,alignn_layers.0.node_update.bn_nodes,alignn_layers.3.edge_update.dst_gate,alignn_layers.1.edge_update.dst_update,alignn_layers.0.edge_update.bn_edges,alignn_layers.3.node_update,atom_embedding,alignn_layers.3.edge_update.src_gate,edge_embedding.1.layer.2,angle_embedding.2.layer.2,alignn_layers.2.edge_update.src_update,atom_embedding.layer,alignn_layers.3.edge_update.src_update,gcn_layers.2.src_gate,gcn_layers.0.bn_edges,gcn_layers.1.bn_nodes,alignn_layers.3.edge_update,alignn_layers.1.edge_update.src_update,alignn_layers.0.edge_update.dst_gate,alignn_layers.2.node_update,alignn_layers.0.edge_update.dst_update,alignn_layers.1.node_update.bn_edges,edge_embedding.2.layer.2,gcn_layers.3,gcn_layers.0,gcn_layers.2.bn_nodes,alignn_layers.3.node_update.dst_update,angle_embedding.2,alignn_layers.0.node_update,gcn_layers.1,alignn_layers.0.edge_update.bn_nodes,alignn_layers.0.edge_update,alignn_layers.1.node_update.edge_gate,gcn_layers.1.dst_gate,alignn_layers.3.edge_update.bn_nodes,edge_embedding.0,alignn_layers.2.edge_update.bn_edges,alignn_layers.2.node_update.dst_gate,gcn_layers.3.edge_gate,gcn_layers.1.dst_update,angle_embedding.1.layer,gcn_layers.0.src_gate,alignn_layers.2.edge_update.dst_update,edge_embedding.2.layer.1,gcn_layers.3.src_gate,alignn_layers.1.node_update.dst_gate
0,8.943178176879883,0.4392210841178894,16.48299217224121,6.447518348693848,9.304792404174805,7.216800689697266,0.5774467587471008,0.09122612327337265,0.14321014285087585,9.429533004760742,67.49858093261719,11.576950073242188,0.3647565543651581,0.725608766078949,0.4213249385356903,29.73774528503418,0.1730203777551651,9.78483772277832,11.890517234802246,8.012534141540527,12.131957054138184,0.14274907112121582,6.628715991973877,0.4745398163795471,0.18744654953479767,0.5269144773483276,0.11722166836261749,11.360629081726074,0.34464359283447266,0.5274731516838074,29.038789749145508,0.8137902617454529,7.966176986694336,13.08522891998291,0.2645055651664734,12.061456680297852,0.14440494775772095,10.146461486816406,0.7204088568687439,0.17208677530288696,15.615667343139648,0.099856898188591,0.09864325821399689,126.01667022705078,0.45286327600479126,11.804804801940918,15.78486156463623,20.238300323486328,0.09472811222076416,10.552481651306152,4.258690357208252,0.31457552313804626,0.2176072746515274,0.23298399150371552,27.68679428100586,10.78725814819336,10.243219375610352,0.5247141718864441,0.3407467007637024,0.9664784073829651,9.815387725830078,0.2508101463317871,0.2801748216152191,0.5046843886375427,15.719481468200684,24.424442291259766,9.561210632324219,0.12176357954740524,6.345918655395508,10.704424858093262,0.20309492945671082,0.20605328679084778,0.1812221109867096,17.96066665649414,0.3217397928237915,0.6485910415649414,5.866452217102051,3.7197158336639404,12.769783973693848,0.1115885078907013,1.0206358432769775,86.1573486328125,0.86298006772995,0.2052290290594101,8.519733428955078,0.5680436491966248,33.65777587890625,11.401939392089844,0.32645463943481445,0.19634781777858734,0.132143035531044,27.94428825378418,0.20220591127872467,0.08853240311145782,8.622907638549805,0.1566607505083084,14.932247161865234,18.16602897644043,0.4989291727542877,0.30784544348716736,0.7043091654777527,5.118039608001709,8.748567581176758,0.1702975630760193,11.08358097076416,0.6646216511726379,0.10641404241323471,0.2065478265285492,0.20496881008148193,0.3211435377597809,10.11717414855957,0.0981835126876831,0.13836614787578583,0.21764393150806427,0.726180911064148,0.20857416093349457,10.5518217086792,20.036088943481445,1.0377006530761719,0.09658511728048325,0.30638113617897034,10.817506790161133,194.3714599609375,8.293681144714355,0.12609755992889404,8.709554672241211,15.95280647277832,0.2676430642604828,18.066970825195312,8.84772777557373
1,7.5748475036350245,3.2134427319266567,15.276521745651022,5.05784719507981,8.785272231811138,5.342953800998129,1.1863604467217808,0.5143106287180226,0.12770776719604446,8.696363254337244,55.633716242657385,10.323963475455049,6.008282541932161,0.21164440502514273,6.549713958081914,24.090947831562573,6.743847869682939,8.309245114596768,9.422103696168348,6.73236516143531,10.756593727922835,10.79353093601457,5.404704424990768,6.065322202036473,10.296287799759373,4.567113598491091,10.810700462943343,11.02497534245721,0.6010127884709546,2.8821446594382274,24.19599485215343,1.2828650209929109,6.5975420201813595,10.300813374291813,6.059591887137256,10.751395027872606,10.657892726613461,8.58341438791474,0.48564502264702747,9.62363720653963,12.679617794146667,10.954525704531543,10.472626422829263,106.93519052280327,4.966361441127093,10.128062541346667,11.962155213401557,18.08918923933817,10.469784408112853,10.2359470568247,3.3451468250739933,0.3278661646340918,9.305545619035858,0.4460638849813721,25.296760434975145,11.295259975568838,8.57239724752134,4.690581960866574,3.5364100504679294,2.9225849063071125,7.618558921043701,11.02914083795362,11.214892288676742,2.2467966748675927,13.599598619869907,21.72071156995861,7.126052949000948,0.463245394714597,5.429178623976784,8.387768818379664,10.607369946861555,9.361401177503781,10.052109877718662,16.1315287500682,7.279312250999577,1.048368415965003,5.108140969650354,4.933168418721483,11.623313114041835,10.886295271094346,1.9711265203489812,72.11293958081777,2.0168364829265184,0.43720363897992887,8.083776374449661,4.2668422960736745,29.345983717031828,9.778393046049542,3.0345906785043923,9.4450849833336,10.87415343227903,25.96917950627597,0.427740010131192,10.576128527871774,7.444639872307757,10.649334657564815,14.184782947809923,15.478536109598155,2.1233162589689227,6.493552093580942,4.6418798531531715,5.265725084033739,7.373519320343253,9.633314110007504,10.37014742168908,1.1403205302226989,10.946467265845468,10.721945390458163,9.085503179692541,6.188933956607481,7.0499523290445545,10.490566936406944,10.83308450523758,9.151998332659511,2.7105314170291606,8.790296216162117,8.962219628833287,16.45681587397515,2.8265854219776063,0.916473746753119,4.66075501869934,7.973078301223958,159.40877241523972,6.710722393988688,0.4667023575318456,7.362323487316974,14.03462295546214,5.42844312427475,15.150806187117075,6.927668216540461
2,4.550660974751763,0.3839509522133826,14.842025738732767,4.675815480956621,5.824363743132783,4.968990684930504,0.2270967057915573,0.09254174316358882,0.06614151360244096,6.631034357544236,44.559109006753424,6.5525230668505445,0.504473094079952,0.06593618130989805,0.6625670470766983,18.690743471952125,0.33659459638409694,8.714863030437188,7.596834817830264,6.060460241861186,10.809720028146316,0.7389561617553796,5.676712947492644,0.5975381741093679,0.7134867965415254,0.6613590168241831,0.7049737537699138,10.955467871303929,0.31128806222421834,0.3467619967156789,19.935747969347013,0.4648029637955398,4.054337789845843,6.0476007678621215,0.3954380102717631,10.833665749910516,0.7060611970708686,7.834087379969498,0.3382245480092791,0.6685998445065107,12.58896693809039,0.6874565576583951,0.6304096226334478,91.0575684156926,0.4906551074061298,8.947409633323527,6.763045365618425,16.90387738872898,0.6369607813776543,8.58691204940971,3.708059751179042,0.12652338621332518,0.627720121295165,0.1731211382497139,23.21160898237181,7.078404333367767,8.883976760861591,0.518312967040466,0.20855656971946326,0.656465663170297,5.302011629282401,1.0637004388989562,1.0769070365094218,0.27749313475825654,11.206196474240567,19.982528308176335,6.125051535489336,0.10303066134212721,4.788414843897631,4.729410256698383,0.7526636770396188,0.6628662157727269,0.7244346034819829,15.387365268322853,0.5441698716376658,0.2686807900632542,5.4506638266769745,3.217863526157103,10.357737670426486,0.6813643026066646,0.8079223737781955,60.76326778980923,0.6229684923740908,0.16471278685543952,5.220580364786342,0.8325355717817492,24.405667177948775,9.785485165264754,0.14566248936636453,0.6518263865232318,0.6990383675313342,22.53958306490933,0.16629398505503792,0.6262962430219899,7.705402952842799,0.7062361132757125,13.247066403561679,13.241582404645143,0.2509115774723343,0.5036799764055414,0.7195140114614643,4.515448595761815,7.620134223687785,0.6471967527124626,9.163284525377549,0.2903023577955433,0.6926138940519702,0.7564039899824849,0.62585941154743,0.477451359045883,5.38558550729787,0.6281168117531921,0.7026983022966893,0.6003046707431332,0.5403747518151903,0.5838570586406275,8.822159413099897,13.530171020981,1.0002258052672452,0.11940100156692317,0.30890823979868004,6.154488889660752,133.79335204758422,6.191533832863574,0.11464834967927301,6.689277332375544,13.837529446507725,0.3414083676345822,12.742540153448301,6.425214835925096
3,3.784498481645777,0.29779078735452985,13.302956950686273,4.061893670234854,4.528665342169224,4.078350869039174,0.34775406133531317,0.07642735552657748,0.06189476295208443,5.6614278675615015,35.27214693055194,5.521309390591667,0.41447136183095856,0.04411046951412504,0.5599876803316013,13.802749299870756,0.2366141599559468,8.46823435383674,5.834202066921114,5.468034187302185,10.011162678430953,1.5023204464055806,5.396942815211058,0.5080829910378674,1.3108914797719393,0.45599561527173843,1.4861001448771056,9.66142794024376,0.2711243953646243,0.30926927705395496,15.158452423338428,0.5401142818030631,3.523504596585563,5.144241992230638,0.27105567302255557,9.582655272662363,1.4999856610483375,6.103892243272804,0.2922868177899465,1.101335105728076,9.977256786165363,1.5210501092666273,1.2580522464659667,73.74265992438367,0.3661646961807389,6.809898252413648,5.34700602984829,14.292658254234924,1.2677917546100645,6.479831761995296,3.5535264531336748,0.09474365437582993,0.9301166848059383,0.13022264295730945,19.59086576369221,5.82342978109691,7.437994252524016,0.41420608360920036,0.1590104888448477,0.6962736585237501,4.377454911149456,2.6675554178451097,2.667278595569823,0.2656616922615512,8.05668720792961,17.56597635823614,4.894238991563856,0.08511022090561181,4.407976326951478,3.8153003728984696,1.4898572244361525,0.9770151587675363,1.3049009186013445,13.38877288644857,0.5248509146845745,0.38722259580173074,5.268474825708573,2.949854600122801,8.231619851687004,1.507957370665278,0.7948477813741479,48.95104020382911,0.667082679123834,0.12516440795666062,3.9554910543205635,0.5474040983735653,19.644609953934253,9.376235024069297,0.13853873198407696,0.9844985763374449,1.5126036088795989,18.57156554634994,0.11426588892599614,1.2843592839265636,7.79013887779348,1.4621207404864833,11.875756753085682,10.225516717226169,0.29934317833969326,0.4363600219176218,0.6021444317134016,4.603739656924268,7.006146596638957,1.1065995080676547,7.520418780014946,0.4161575839385766,1.5108089251583587,1.5190671389943686,0.8730896118815135,0.36128208084711183,4.41006958150594,1.265791990585189,1.535665183780285,0.8085461771577468,0.5262948335558518,0.7699749625317722,7.816445523243105,9.819930516069242,0.891162019256822,0.14752168282844763,0.19525326063895396,5.189806994706809,108.91663574912013,4.9019057337758865,0.07669590762474651,5.206741242926496,12.684869606385378,0.23762640156089693,10.11538476537831,5.51710490287721
4,3.392120018012045,0.3546113532618999,11.465091218851049,3.437218892974934,4.081244607431655,3.5324106459954008,0.42572696451568864,0.20518047338686682,0.07515067948809727,5.1836790487977655,29.18194812366447,4.867870324595913,0.7804008064582544,0.053738368117023795,1.1014650217601227,10.3521339650611,0.6352495648394361,7.733346458042485,5.026615106363746,5.018144190231616,8.72450347963774,4.24750543154748,4.8226407241667015,0.8193482203882527,3.7300650213917756,0.5651222770059509,4.264828655162135,8.031867836480338,0.33257387954826856,0.3722773182033923,11.888766210147951,0.6037081497559944,3.2621517932245667,4.523820785182236,0.5534740563585046,8.312892410116307,4.190380777918166,4.7336589575066235,0.2853372532534666,3.08196925882987,7.59776913462289,4.341681082458847,3.687446342871647,59.59880902087117,0.5204906099305433,5.082641137677566,4.732533881436062,12.201618944616445,3.701924950252589,5.258030171542403,2.971186021243056,0.12112067596241512,2.5754122784024576,0.19243333718163022,16.336820965672175,5.333091519840235,6.109822741067439,0.5407431019750789,0.23147064228632144,0.7837198195142147,3.7014298466152153,6.503312701880288,6.506133189057278,0.3215937486667232,6.13538770977098,16.18605899124493,4.255193743182488,0.19080172770853726,3.998586689237297,3.6272231848888734,4.247386491371259,2.7152832268352824,3.6504610111012585,11.485546102204447,1.089719817721769,0.4605952666455576,4.713511538320122,2.814063361458627,6.407616005307483,4.302849153427471,0.8317822372468059,40.489799018564675,0.72749868231687,0.18712408835223007,3.6439589294134165,0.6746244470972473,16.654147453464624,8.644848694147761,0.20867003434198075,2.754039483686842,4.28538125524961,15.821969573060375,0.17474379846995228,3.7470311605257463,7.609358448804358,4.163404038274613,10.87324099288083,7.756637770495798,0.36842597745742894,0.9636371145927495,0.7254937514420039,4.619026620409839,5.912217562987281,3.0813063045028897,6.625274592432558,0.49255084204876803,4.336540130367013,4.317491577210306,2.3919389329921636,0.7297783507988163,3.9856482246747706,3.7041429249640148,4.269621694699826,2.27088988361751,0.5823056796285186,2.049372631561324,6.648945431292622,7.2037888704153605,0.9080776686140688,0.42530138795017025,0.32679010019771865,4.7411477088572065,86.0512995604473,4.097098511161409,0.17962166345641475,4.304681774058365,11.365864456041976,0.4414495495715862,8.01737955294415,4.841342849734794
5,3.231960089284938,0.3763100599154114,10.045498247462277,3.2161734778930136,3.5539024602011295,3.201080307368595,0.4591453101558333,0.19312321386187728,0.05922393211741877,4.649957745425465,25.141126632697354,4.513612340562616,0.8345744740676045,0.08035812685413755,1.228229641740107,8.336622161549636,0.6681250114210395,6.779137279775108,4.422350261621629,4.548820686233239,7.391958689013083,3.9960303132770405,4.205285342369129,0.8732965654245842,3.6168126475310096,0.5936375273630321,3.956554445767505,6.565615529445297,0.3191911575762521,0.40087038862812263,9.511737608634508,0.6331479437260243,2.9372148620460816,4.359785614791941,0.5848759272779614,7.3232190902193794,3.8912265142750426,3.9525933056498066,0.2829306296949765,3.117852794851617,6.186787875034824,4.025504949227339,3.5470396937081063,49.338582593955195,0.5532239998667746,4.166824652740806,4.5972058376337,10.814217798519591,3.561853596597569,4.758526699322659,2.288576770882281,0.11481629272462035,2.6506686299723716,0.19077909345375763,14.351652633093076,4.839761928637467,5.091952112837938,0.5650094869882143,0.25585944801339333,0.8271696655510297,3.1929942972690437,4.192240386506322,4.449062542737638,0.3501717701928926,5.280967450579462,15.039471508596252,3.728575817241678,0.174972331697893,3.665970689327205,3.4218670285951247,4.034477929779168,2.775621370129246,3.5351772761281754,10.109151580631217,1.1488061376109464,0.49151741229998175,4.057898879964363,2.6630241204656513,5.222256167480841,3.975751589767979,0.8526049606232309,34.551963445967324,0.7564651028374431,0.18536054042336708,3.32306974779069,0.7321737195141212,14.995672280476528,7.938278753470525,0.23646017011065107,2.812407380228627,3.9823290288103235,14.518800271575937,0.1780466355515662,3.6038670398780726,7.232796655076825,3.8689658755988248,10.343750025583493,6.168285426454006,0.4002710593394686,1.0788569126700105,0.7587916771255342,4.535234188734408,4.877489400112924,3.1085642343789766,6.081403529162693,0.5241819458897884,4.0238297346066085,4.113335566417423,2.4666929749101234,0.7986131944786387,3.629315047657144,3.5597278935131604,3.998535030642453,2.3736557362924886,0.6077329413403991,2.145296159724752,5.913978291206443,5.976727387841797,0.9199689579696578,0.3592221692126747,0.35836132637607687,4.497581824247979,69.49333942463188,3.5362933666034,0.17280858616200365,3.786929827709626,10.568222652615294,0.4726008439241713,6.4222327386839915,4.450508699425539
6,3.006440146959084,0.3797437385125794,9.322883187038597,2.978596170084133,3.1926985835859947,2.941488450875731,0.47175192168199254,0.10094372195390428,0.03196023392603992,4.1548431065139475,22.390538578373278,4.215460188300705,0.7292511086360488,0.1146183592161752,1.0808835890069015,7.282214827976468,0.5415527119879484,6.052594638810607,4.05809286829051,4.05983352444486,6.672922788614596,2.274893128257094,3.6998348178033362,0.7995370146923321,2.19933720534878,0.5751606223493995,2.1886226148157353,5.519373649940709,0.25581260048175825,0.4117370601506942,7.80806420558305,0.6445902016131637,2.6447635482842697,3.9251470032176154,0.5055934516125034,6.44782970873142,2.181402211423535,3.441714599348001,0.2837025889430462,2.095205773673082,5.161826728588845,2.2311805267052587,2.1487626934478112,41.83499743327857,0.5287335929406061,3.679402658226471,4.132385104498096,9.959621424964867,2.1592965115935936,4.366962587993223,1.8358095850415634,0.08811896178111321,1.8937596793784126,0.1433157233351526,13.247560327042404,4.468350012187742,4.277456273838178,0.546117185994184,0.2607439485001262,0.8476495919977077,2.846740295934531,0.9166743907280199,1.1361540596955477,0.36284303168986476,4.865609925397533,14.03143581218266,3.3727571131432663,0.09302936802062348,3.2732814012042692,2.9653018021177266,2.2983689391968802,1.9404523451878566,2.1526851966195144,9.295840905354833,0.9638620754976547,0.5025829339337691,3.4721240216301927,2.5193131356194916,4.493651167929174,2.191923363163971,0.8615839725494352,30.241172646895595,0.7685567454397214,0.13919070848391055,3.0258441694459863,0.7204202255024272,13.894717285857675,7.3709533059965135,0.24592601479040532,1.9623676788335218,2.226875398067492,13.81330274453564,0.135845618622153,2.1866803008948708,6.756058124914007,2.1567059671462085,9.8050010425059,5.277361202619231,0.4135848835567105,0.942331771569582,0.7448787198702923,4.396610508235057,4.365774385191074,2.0876367826490028,5.5055163211833476,0.5353923186265467,2.227835724538334,2.3605767602418557,1.77981184416075,0.7107700891587897,3.3711053637835717,2.154500209608832,2.2783073240558136,1.7494078715629684,0.6172993741798047,1.618326656716003,5.462797981247213,5.429197743055822,0.9236781743915552,0.13942138537602855,0.344206554100499,4.214990713357309,57.04749536931332,3.1072879335746038,0.09688872525622277,3.364948446749266,9.95294446578554,0.42857594197848564,5.391251314661578,4.033670692036781
7,2.7198179170851033,0.3769014886507506,9.00213330450841,2.78293781815391,3.038992688543119,2.7678224154408926,0.47460233650187855,0.030316152133398697,0.016484657265429564,3.768652069431585,20.15475207285388,3.8065156190245015,0.6027996490471409,0.1468471914619409,0.8699493552443243,6.489197032975571,0.4046510119222165,5.707849768181713,3.8772021975471014,3.6348638075979496,6.388980979654085,0.8302599857345289,3.3426374534393037,0.7017828566121717,0.9434172504845664,0.5453903573302677,0.7425298686885284,4.846096000340843,0.2011814136254642,0.41508475732478034,6.589674909674176,0.6470197584323957,2.4440755571016277,3.381568525370631,0.41462167361569646,5.782099901074894,0.7735061630269472,3.0912803643461393,0.288232107777342,1.0974949521876387,4.485315047229683,0.7613022264058642,0.9203316478497667,36.30828774619739,0.4920264987404568,3.31444292382598,3.6746170233418654,9.408453044796868,0.9260722871500017,3.9186568922755263,1.606786688454232,0.06391353251089231,1.1287169183738386,0.09814446119360253,12.524296304469733,4.200074283006569,3.746269469463746,0.5191959564672894,0.2595921403472177,0.8569076075527283,2.569547654363374,0.47057359367666635,0.38585917335725406,0.3676061606381105,4.575174364198482,13.32273599739169,3.137826389489283,0.03218522002281244,2.962588506404944,2.6902750237167,0.8031231570987124,1.1105836986807305,0.9285639491344175,8.787809809972961,0.7541643690981018,0.5043152889440211,2.93757622792878,2.3986511506290342,3.91016200404645,0.741102988505995,0.86380874635908,27.12199832115747,0.7722034399285258,0.09597166157911481,2.8592819035920645,0.6816206841142788,12.960987884361021,6.892015284435792,0.2482967535879584,1.119972868378109,0.7824280673188452,13.197856339441103,0.09425772642023574,0.9400009185266309,6.293672154084477,0.7514311712234497,9.319658620518538,4.7108051587189115,0.41812233022707146,0.752088874545867,0.7187006048356133,4.246886098497675,4.1111534106340475,1.095361695008464,5.021277635073654,0.5371814196728502,0.7565830325127855,0.8371515319409641,1.083765249237844,0.5932332127710791,3.1462878373319825,0.9217110545613771,0.8378058714580154,1.0994379030495,0.6198126442606743,1.0626027896686423,5.046860190301369,5.012804397286357,0.9227875640059806,0.016787932333035438,0.3190968184907789,3.9296049247068687,48.01883792291479,2.8207712695099025,0.03599442347900479,3.0794563843884504,9.329347556315094,0.3723775649378613,4.6748754696998445,3.70150970905263
8,2.477683098845884,0.37215425914831646,8.672804189972213,2.646475921796827,2.9258965121572578,2.6412495346153433,0.47255454722903595,0.014007056632747037,0.017190939755504477,3.4430523996985025,18.840471492474002,3.413396620550895,0.5018774603490775,0.17179666829915075,0.6905521309092656,5.691754254177044,0.3001498371666492,5.4086573157951365,3.7508828736771207,3.298383498104045,6.035277993580136,0.1648253149621469,3.0778114011737214,0.6174778482902115,0.2824554921972677,0.5178863707029163,0.10266175895097186,4.328716939046426,0.17791451545584888,0.41497412729531524,5.754775681338675,0.6447166158469184,2.3011252537041567,3.1148975831778247,0.34200656047792743,5.119908858493758,0.13831672320392335,2.859613442364125,0.2944014130164456,0.47768934887325637,4.101999175899805,0.10701330775496638,0.2546688823503209,32.10700468434772,0.4585878004356523,3.0295106649911934,3.3574475952695133,8.935020854353702,0.2571927578983168,3.5388567301123,1.4427386103636382,0.049577887911609886,0.6151897679201362,0.07512325457559853,11.879031068410926,3.9128710297027305,3.291322442908718,0.4951002407152336,0.25661406448086,0.8602919943766164,2.2823494976505927,2.124787544256855,1.8890002903844842,0.36820911120449684,4.332337816524385,12.792158923690426,2.960861767201147,0.01897574028610003,2.7490244158265043,2.420050875422796,0.15259170968855867,0.5680138198665239,0.28335643706480074,8.366300182978948,0.5904719759915302,0.5013588082269369,2.4900587451182923,2.2958172990472967,3.419739090130643,0.10253978406602868,0.8621464098964758,24.83078956525343,0.7713779763776412,0.07439274108820385,2.751217575460303,0.6393038390954788,12.291075242477183,6.45428748007246,0.24761612295875648,0.5702661974627765,0.13308023133225863,12.655908253766093,0.07302941273509723,0.2624040155224979,5.9216136853466725,0.1253188770345724,8.962755084566009,4.2326758658021095,0.41818889483369,0.5908957304237309,0.6938045601012839,4.113986226035095,3.762398098765175,0.4791065329572019,4.713496927880798,0.5343020087072435,0.10310180094690907,0.16004923513150665,0.6124468474256273,0.49251367943250324,2.9166939127747473,0.254615946613933,0.1712553364876339,0.6479693907644434,0.6189596244731818,0.6677737909691083,4.674957467789215,4.625982863012795,0.9194139262679396,0.04526315670158592,0.2949354486122491,3.689692426651152,41.63339538956003,2.653653190014395,0.019997991766812842,2.9032290633181894,8.853036923297058,0.32405395067032833,4.140813065273305,3.4566361328591397
9,2.2911379827234652,0.3668948449854599,8.294997759594871,2.5285053265474233,2.7741757722853935,2.533202085447819,0.46786601174061365,0.0323466571701878,0.02481190455050919,3.149992392258418,17.861705080596643,3.089230923103161,0.4304703973202857,0.18795189491694247,0.5621661004775317,4.920718166611689,0.2285706656799514,5.041724228585216,3.624824097177389,3.056501526251146,5.640839553723865,0.08830149258772597,2.872947730588235,0.5535019434808673,0.08632989863135872,0.49572520339123277,0.055007701026610185,3.8353189478611016,0.17719583209356135,0.41305953485429797,5.190453599615709,0.6397780942223487,2.16985508513339,2.8966473938828448,0.2900619586443624,4.620840052017046,0.07767093490383864,2.712450481605548,0.29973297250113773,0.18740673803385177,3.831386030985144,0.05365072852899896,0.02488709758327349,29.047629470756274,0.43171183661104784,2.845253415507006,3.174479891421736,8.546708253297501,0.025801916346321903,3.2871716947886416,1.2936689511346056,0.0434731834061916,0.3296327008243797,0.07101757862177985,11.357933621001024,3.5948132357762077,2.932061930644399,0.47576897992901257,0.2530534419828098,0.8603688215664742,2.0469690681583796,3.1102367725111324,3.0841496116857803,0.3664495623377485,4.137155737259748,12.299068987757341,2.8046801048967693,0.0348374057465788,2.5625470099301233,2.2750213567346083,0.2091348718670425,0.2797333497299529,0.09004467627543523,7.971104826097406,0.4772218829800624,0.4958793337595577,2.116221444755497,2.2024329881516005,3.121430411594732,0.057424626361110356,0.8581478642002941,23.09186549828777,0.7680169759100912,0.07083248657374396,2.609795171559687,0.6021661022477979,12.042338185967115,6.064193056801914,0.24542838273288767,0.27880513433479565,0.07400553450286283,12.242755109514155,0.06942910229231185,0.026611318794113787,5.659595956253706,0.07507565869580822,8.691638601406632,3.7896756864595615,0.41578539824719574,0.4740601616606434,0.6736073496967272,4.00263299781671,3.445833448189141,0.18977877319630043,4.529786945058987,0.5289348008728161,0.051774536361311185,0.20066380523179192,0.3443862053993376,0.41685496086488355,2.7313914048864056,0.025057767150730246,0.09068422092562782,0.3823066764112499,0.6163234160268223,0.42661405957922977,4.4021889707232145,4.3322361433577985,0.9146136099727208,0.12988650242727354,0.2746351642193384,3.487515671847806,36.891883476683496,2.5645004527318336,0.03358598601442513,2.783579338503786,8.523708077061423,0.28680057010426085,3.7476097270579003,3.246402416326201
