epoch,embedding,convs.0,convs.0.fc_full,convs.0.sigmoid,convs.0.softplus1,convs.0.bn1,convs.0.bn2,convs.0.softplus2,convs.1,convs.1.fc_full,convs.1.sigmoid,convs.1.softplus1,convs.1.bn1,convs.1.bn2,convs.1.softplus2,convs.2,convs.2.fc_full,convs.2.sigmoid,convs.2.softplus1,convs.2.bn1,convs.2.bn2,convs.2.softplus2,convs.3,convs.3.fc_full,convs.3.sigmoid,convs.3.softplus1,convs.3.bn1,convs.3.bn2,convs.3.softplus2,conv_to_fc,conv_to_fc_softplus
0,1.4629461765289307,1.8850616216659546,2.76287579536438,1.704579472541809,2.0275282859802246,2.836301326751709,1.5593823194503784,2.0461573600769043,2.8080172538757324,2.970348358154297,1.5844953060150146,1.9260132312774658,2.8720054626464844,1.6181827783584595,2.7887420654296875,3.7062673568725586,3.6860132217407227,1.727231740951538,1.8586080074310303,2.926820993423462,1.7459018230438232,3.534778118133545,4.402752876281738,4.750668048858643,1.7290127277374268,1.9632047414779663,3.040862798690796,1.799547791481018,4.5783538818359375,8.716878890991211,0.7856597304344177
1,1.7410048246383667,1.1244094371795654,4.831790924072266,1.2347794771194458,1.0587998628616333,5.200467109680176,1.9088517427444458,1.1055781841278076,1.177272915840149,2.8387789726257324,1.2402976751327515,1.0648962259292603,5.184582710266113,1.9779325723648071,1.1786510944366455,1.6179264783859253,1.9416035413742065,1.2142342329025269,0.9667539000511169,5.077963352203369,1.978829026222229,1.5759081840515137,2.0446033477783203,2.171401262283325,1.219464898109436,1.0627164840698242,4.908064842224121,1.9436194896697998,2.1293466091156006,6.3123931884765625,0.7586941123008728
2,1.262927770614624,0.8022376894950867,2.3640329837799072,0.9131565690040588,0.7398079037666321,2.6542317867279053,1.4496992826461792,0.806625247001648,0.711404025554657,1.2496641874313354,0.8920356631278992,0.7177836298942566,2.704789400100708,1.496044397354126,0.7146236300468445,1.0231808423995972,0.8261987566947937,0.9430578947067261,0.6714207530021667,2.7165298461914062,1.5520483255386353,1.0138319730758667,1.3712265491485596,1.247665286064148,0.9233977198600769,0.7480863332748413,2.7989659309387207,1.5682834386825562,1.4170008897781372,4.6941094398498535,0.688132643699646
3,1.1628326177597046,0.5633182525634766,2.268996238708496,0.6995895504951477,0.5034747123718262,2.769118070602417,1.3873791694641113,0.574039876461029,0.5287176966667175,0.7708612680435181,0.6731963157653809,0.49061888456344604,2.861637592315674,1.4491684436798096,0.5330201983451843,0.7983490228652954,0.5917121767997742,0.7109755873680115,0.46182966232299805,2.818521738052368,1.4476670026779175,0.7953188419342041,1.1120902299880981,1.1715943813323975,0.7040526866912842,0.5299357771873474,2.8662569522857666,1.4428170919418335,1.142585039138794,3.5323967933654785,0.659018874168396
4,1.2053308486938477,0.4097765386104584,2.7227704524993896,0.5471612215042114,0.3605288863182068,3.4969980716705322,1.48134183883667,0.4144037663936615,0.46158111095428467,0.586474597454071,0.5338634848594666,0.3619385063648224,3.598036050796509,1.537142038345337,0.47042375802993774,0.6820263266563416,0.5795616507530212,0.5471670627593994,0.340657502412796,3.580458879470825,1.477798342704773,0.679456889629364,0.95023113489151,1.20345938205719,0.5464550256729126,0.40061256289482117,3.606858253479004,1.430922031402588,0.9932659268379211,2.8172607421875,0.6456100940704346
5,1.117081880569458,0.32978329062461853,2.4690778255462646,0.43322378396987915,0.2985842525959015,3.1548871994018555,1.399880290031433,0.3283903896808624,0.40857410430908203,0.47067028284072876,0.4313547611236572,0.3062345087528229,3.216190814971924,1.4396114349365234,0.4244588017463684,0.6089217662811279,0.6046327352523804,0.435902863740921,0.2911151349544525,3.2172038555145264,1.3969316482543945,0.6034082770347595,0.8401538133621216,1.205836534500122,0.4328291714191437,0.3451850414276123,3.2206532955169678,1.3492473363876343,0.8686057925224304,2.585616111755371,0.6085720062255859
6,0.9570813179016113,0.2941563129425049,1.8823081254959106,0.35113582015037537,0.2803075611591339,2.393662929534912,1.2379411458969116,0.2898699641227722,0.3519147038459778,0.39173221588134766,0.35467538237571716,0.288432776927948,2.443450689315796,1.2724130153656006,0.36875197291374207,0.5551574230194092,0.6279315948486328,0.35971805453300476,0.27818378806114197,2.463193416595459,1.2560425996780396,0.5483955144882202,0.7585992813110352,1.157265543937683,0.3526194095611572,0.3289295434951782,2.535092830657959,1.2253371477127075,0.7949726581573486,2.6057217121124268,0.5636060833930969
7,0.8256731629371643,0.2801050841808319,1.4057122468948364,0.29362115263938904,0.278891384601593,1.9954813718795776,1.1417090892791748,0.2751934826374054,0.3277909457683563,0.33913105726242065,0.29845935106277466,0.28526943922042847,2.146711587905884,1.1820869445800781,0.329701691865921,0.5150567889213562,0.6433655619621277,0.30639225244522095,0.2783317565917969,2.252455234527588,1.158156394958496,0.5089665055274963,0.7085038423538208,1.0528720617294312,0.2967803478240967,0.32742276787757874,2.445634365081787,1.131480097770691,0.730373740196228,2.509371519088745,0.53189617395401
8,0.7552522420883179,0.2749091684818268,1.1600013971328735,0.25344496965408325,0.2813422381877899,2.12677001953125,1.1413227319717407,0.2705018222332001,0.3236628472805023,0.3042599558830261,0.2576812207698822,0.2855212688446045,2.427767753601074,1.1880741119384766,0.3264316916465759,0.48510563373565674,0.6515111923217773,0.268114298582077,0.2806493639945984,2.6117730140686035,1.1340525150299072,0.48049911856651306,0.6705023050308228,0.9016507267951965,0.25778108835220337,0.32894644141197205,2.782182455062866,1.0926281213760376,0.6943420767784119,2.2261857986450195,0.5154153108596802
9,0.7235665321350098,0.2724401652812958,1.0766149759292603,0.22494541108608246,0.2824690341949463,2.402784824371338,1.1631426811218262,0.26898783445358276,0.2931904196739197,0.28064432740211487,0.22795364260673523,0.2846123278141022,2.7148568630218506,1.2086989879608154,0.3111928105354309,0.46223023533821106,0.6538332104682922,0.23990599811077118,0.28098034858703613,2.8499321937561035,1.1356158256530762,0.4591387212276459,0.6490022540092468,0.7479486465454102,0.23005914688110352,0.3288435637950897,2.8747928142547607,1.078373670578003,0.6654380559921265,1.8972773551940918,0.5023674368858337
