epoch,embedding,convs.0,convs.0.fc_full,convs.0.sigmoid,convs.0.softplus1,convs.0.bn1,convs.0.bn2,convs.0.softplus2,convs.1,convs.1.fc_full,convs.1.sigmoid,convs.1.softplus1,convs.1.bn1,convs.1.bn2,convs.1.softplus2,convs.2,convs.2.fc_full,convs.2.sigmoid,convs.2.softplus1,convs.2.bn1,convs.2.bn2,convs.2.softplus2,convs.3,convs.3.fc_full,convs.3.sigmoid,convs.3.softplus1,convs.3.bn1,convs.3.bn2,convs.3.softplus2,conv_to_fc,conv_to_fc_softplus
0,0.12990106642246246,0.5193179845809937,0.11359049379825592,0.3579154312610626,0.6594099998474121,0.20152334868907928,0.2428184449672699,0.6729415059089661,1.4573237895965576,0.32617318630218506,0.26019805669784546,0.568827211856842,0.2316519170999527,0.29629793763160706,1.3886539936065674,2.200157642364502,0.968826174736023,0.36652034521102905,0.5958532691001892,0.29958242177963257,0.42379963397979736,2.121819496154785,2.9138681888580322,1.8345835208892822,0.3918173909187317,0.6374404430389404,0.401189386844635,0.48137402534484863,3.046935558319092,7.926328182220459,0.12891001999378204
1,0.5016631768119632,0.12970348221734573,2.4438986494761017,0.1782891140756431,0.08260578114538632,2.7293472785697768,0.6492687367132465,0.09907397997228135,0.31740359231326465,1.0943269154882853,0.20303623671401722,0.10758751385242557,2.7043740828096094,0.7172319767845748,0.2995967857767568,0.7440755441881706,0.5757994507823192,0.14470869674514644,0.08303507462442188,2.6528704519565443,0.7480963880923699,0.743870266846986,1.12334573662134,0.9185175026698275,0.16893885684943447,0.1265872245807644,2.542403770274253,0.7357662107244846,1.280299920429579,5.646166839985002,0.13125294366346604
2,0.11115549112178466,0.0931130977716102,0.20756774762844224,0.09456086615547545,0.06318208672959869,0.32792120303495104,0.24371092473104727,0.08546111773488672,0.17601592306975147,0.1373030196919438,0.0894812761645689,0.06018877445299796,0.3645305218092095,0.29282318318477674,0.17001699483234492,0.40587230316543293,0.20108749111080654,0.11227572349851198,0.06619351329900516,0.45151056784539345,0.4027818902089423,0.42445890598790265,0.6473427534365664,0.7626324038534462,0.10781516498062466,0.1041657655618193,0.6005313429590426,0.45960147888485264,0.7660816450335043,4.010126598800796,0.0884841936348034
3,0.09323861058579988,0.06793387606411039,0.3195102987414156,0.07296280790906153,0.045526329266666866,0.5666226422385328,0.23155410910511318,0.06791554142691268,0.19498676960560438,0.066535950911313,0.05969751595913898,0.04886673894391895,0.6356299716361297,0.29840758172549053,0.1960504768610968,0.33208676265678044,0.29602135574601174,0.07410067801379477,0.05609496918318023,0.6598163489427821,0.3665075063102605,0.33984603593320883,0.5221624290396671,0.9551713344561151,0.07852587848519606,0.09669905100117206,0.7411490390363142,0.4158315281314454,0.5582133311612546,2.751743298937327,0.08616164718893793
4,0.21258961217749733,0.06613117970292488,0.9614731324470872,0.07019893406525901,0.05261381531283644,1.4004007160431682,0.3722463612794058,0.062476889447455365,0.22919814274812264,0.13296896949269704,0.06677131148813881,0.0660229156023127,1.4631862652857652,0.43409143732872113,0.23945392700632764,0.3191860597546541,0.42523951706901886,0.061903809338955944,0.069356111735019,1.4884191680901193,0.45344476755027746,0.3130197434937807,0.4923187211964323,1.0824454694820154,0.06955381648437928,0.11012692340405153,1.5104979031977586,0.47041417724345996,0.4898489869792316,1.9195093382076893,0.09853094834227173
5,0.19667559940031693,0.08874983485909485,0.8836199627354188,0.06973616093767294,0.08779330545498727,1.149003346816134,0.3343239247712905,0.081632674569848,0.2136468462657394,0.17189200043743924,0.07473472085637696,0.10371675331363948,1.151904734847861,0.3799243083998924,0.2350673987043695,0.30525379435386124,0.515685441538503,0.06539787352393348,0.1054548132917834,1.1662371553305926,0.42018296570925245,0.2958031802487555,0.4813302037036502,1.1190807992103102,0.06884739421261578,0.1461761704148821,1.1382993466946496,0.4429913453531666,0.47421408870299275,1.5985652876280954,0.08628732712605033
6,0.10446784835506946,0.12074787945584826,0.45911753844898107,0.07204484331169729,0.13063903292381351,0.4643009553905389,0.21248839859870303,0.1127782854794002,0.15903264398869066,0.18982400903334987,0.08011889363162714,0.14438966702464276,0.43290714148493503,0.2516058421323527,0.18556174395750505,0.2750675956449298,0.5721625063957493,0.07439055870212848,0.1457908632155504,0.44032729229667544,0.31879042479291375,0.27412659983253596,0.43929243875787694,1.0759046773310548,0.07276667252584877,0.18711708010898034,0.46567424082058756,0.3630652631659748,0.4833436553410167,1.6094780774093658,0.06509523293238424
7,0.035954743703606316,0.15117172948665092,0.12849491833487972,0.07670326276710843,0.16775029334061298,0.13005696271730016,0.15265770188232045,0.14401546582942087,0.11837586972467817,0.1990949211528256,0.08443843059479512,0.17801906093275544,0.1774327843610174,0.19565923316355344,0.13199203991203645,0.26240611983834083,0.6058434034578729,0.08380843852425365,0.17926070552545847,0.25082911233304117,0.2534394709364838,0.260814304604227,0.4004098442758322,0.9555172744327725,0.07901653690675506,0.22153243963491134,0.3896188639745702,0.30476483554620104,0.4415798854882528,1.588237166182063,0.056081613056228434
8,0.023451590524618066,0.1756089109637056,0.011385103405629496,0.08227979160193591,0.1949140666694683,0.3149074324605513,0.18506909852219705,0.16992240528538607,0.11621585839534292,0.20466956455347285,0.08831900122562848,0.2018555632949063,0.4904471930347869,0.2319346315044313,0.11622935433918247,0.26546264196747293,0.6246595265437389,0.09179949359964333,0.2028324715534459,0.6276225315909475,0.2563100106412191,0.2604304968418251,0.40330234314279567,0.7658606489626574,0.08579888323994524,0.2460371512189678,0.740448618497015,0.2949010043296179,0.4002920091282355,1.4271530419189475,0.061223597929608534
9,0.04508335114168008,0.1932704926843308,0.0406534080952462,0.08761855586778813,0.21221466243668047,0.6368696275908039,0.2365028765506047,0.18918269421347478,0.1139798558072366,0.20814480447435246,0.09170909379580372,0.21636698616009853,0.802976241193171,0.2794809759023111,0.11558921121341559,0.25782706289599727,0.6334772922193576,0.09793427551641577,0.2169872014995711,0.8824473071474862,0.28076753658395914,0.25500080618269994,0.4196817115009265,0.5481394873512889,0.09200818330770634,0.2609176407943511,0.8486470234260204,0.30476328481005055,0.3997570869719923,1.2347416768475554,0.06878680498767803
10,0.06766973729422901,0.20476180802638255,0.11580636208170896,0.09207980221807742,0.2209766460784477,0.6994600487540016,0.23981674358520702,0.2021922225526263,0.12516754083132925,0.21006270861847426,0.09440628273710243,0.22288292219475508,0.7091417056909048,0.2730887664357339,0.11409834079042495,0.24914899317367906,0.6350950300283418,0.10228531692476672,0.22311798206915726,0.6860797898649,0.27402258118482103,0.24808350442771304,0.400452357174303,0.3893959415504893,0.09710978238049109,0.2674579455579664,0.5893439434513467,0.2960837392734988,0.422268919112784,1.1474771018649121,0.06939872609889022
11,0.07395915074388536,0.21104101039741646,0.17292949922686143,0.09539531541255908,0.2225663688987312,0.48532360719100165,0.19849003020144884,0.20984882078490544,0.14940777895624824,0.21068913643174675,0.09625877444740394,0.22269114895246997,0.3812473913268283,0.22290019230575314,0.12844521685996022,0.25028686951724793,0.6308303410595462,0.10505840390836763,0.22256760681996648,0.343758567901961,0.23194141084134087,0.24689259312592166,0.38704541531289804,0.35434483619983087,0.10091936772408933,0.26690633942712827,0.3054935518062508,0.26221545009129704,0.4235008550247279,1.1839695005277144,0.0634541699982824
12,0.06441817708067232,0.2130293332233069,0.191681334551402,0.09750762524927352,0.2180364388560664,0.2308900415812899,0.15517251769107976,0.2130727826917911,0.15318740626192237,0.21022385672092567,0.09719974247698919,0.21678147976367207,0.18396983330938765,0.17602466115048657,0.151565872064251,0.2435951320872348,0.6206546937181514,0.10646972548597405,0.21637092118614806,0.22560212295736087,0.18628678931275514,0.23809820861228095,0.384554671397678,0.3487735904512858,0.10343715274332137,0.26018635479672675,0.24110296516608093,0.22289008128746401,0.39629209753559325,1.2248893314791343,0.056374475403016946
13,0.04752071108304462,0.21149770138373292,0.17797812502006657,0.09846656038121451,0.20807077484735545,0.13727865800183578,0.1413092225910946,0.21265325725953133,0.132319472383621,0.20884441970688372,0.097231681805188,0.20582090489920857,0.25415167678269124,0.16337288337545416,0.15418162800481525,0.2321936056665226,0.6032138104581358,0.10671408020969675,0.20524008150852352,0.36231992639061417,0.16517197427584127,0.23057153487885856,0.3699421395248227,0.29795926881525703,0.10475103194057131,0.24789697208062905,0.34413760436794066,0.19848786348095526,0.3839333073158442,1.1641839030800818,0.05232588039197512
14,0.03138597770635619,0.20705522587807293,0.14636991180664546,0.09837181029644095,0.1930341373740982,0.21833942915805332,0.15503109937647333,0.2092199044520003,0.11292312667548075,0.20671053859964308,0.09640318515468833,0.1902054621534261,0.42540166283048614,0.17864531798672587,0.13405447364438522,0.2294099487874795,0.5764111379444259,0.10596167940673541,0.18963102890176942,0.5111110684012685,0.1701051010604954,0.22769316257887182,0.3458156670042586,0.2465257912387076,0.104985513237649,0.23046072235552242,0.4229040377592673,0.1942823884512212,0.37972107718860837,1.000551229478614,0.05193741942656871
15,0.020364901733820048,0.20016973745935893,0.10992871029517536,0.09734275708766621,0.17309545126780065,0.34222974814890106,0.1725299546680142,0.2032564995614949,0.11148210541353287,0.20396259954553866,0.09478989152153176,0.17015949422804655,0.47307140112142226,0.19371560442150082,0.11421284723532037,0.2232384734655799,0.5386773748089896,0.10436164145550822,0.16986417471900422,0.4884116261289234,0.18214373103087197,0.21901562350058335,0.34024881096926496,0.23729479230765732,0.1042760127351635,0.20839752813921075,0.37504643051812514,0.2004661605956495,0.37703716820901445,0.7970668939248284,0.05341160059412041
16,0.01518660208077955,0.19119529447440636,0.07686708194457419,0.0955027617420615,0.14848081428702758,0.38106312909498447,0.17439626491800492,0.1951248795712597,0.11072105249646289,0.20072118476853917,0.09248088113978425,0.14591918776815968,0.36046204751721533,0.18889702496917146,0.11153286249474938,0.21347232719768244,0.490241886861926,0.10204573202757893,0.1463453269107006,0.34098642159242143,0.18313712690224843,0.21434364141046344,0.3424099055801082,0.26126319166639606,0.10275615110134609,0.18268543465585982,0.25235783328692835,0.20278969856546405,0.3531007683710413,0.6265334569857997,0.05467151133927412
17,0.01447557333259674,0.1803985732175823,0.05083171655750628,0.09297119924364557,0.11994601659304639,0.31406157232919896,0.15999360432341328,0.18508850223719028,0.11319523030925081,0.19708826465625545,0.08956983889645168,0.11809097874210012,0.21975540187192175,0.1670820577182963,0.11200227742073297,0.2098582671261582,0.4320354039441184,0.09913115065882032,0.11997322507300133,0.22365958244736048,0.17030522980513738,0.20959479737826398,0.32846647322874023,0.2856312279268178,0.1005517109677088,0.15506780248402716,0.16316295560574368,0.1943266027229672,0.3415922558691428,0.5263468513927217,0.05469818398816983
18,0.016225278831054873,0.1679838724604431,0.032421585449452964,0.0898596512115632,0.08948371198117208,0.2099743843655706,0.14180606713362057,0.1733339339025371,0.12621986440370417,0.1931493882478532,0.0861495854776953,0.0882881724769774,0.17453789707584716,0.14445947027387554,0.11137308266905246,0.2032142341870192,0.3638879470511389,0.09572258714990517,0.09278010254996182,0.2179848519240654,0.1535122553732687,0.20233799740006067,0.3216740245492601,0.2868786282507957,0.09777817815017444,0.12809561639005515,0.16055752553843936,0.17878431604609252,0.3423362238401321,0.4770261967356887,0.053624097498677754
19,0.018702264522547855,0.1541192355484458,0.02066112942382826,0.08627033377258976,0.06099075797201097,0.14541684862177584,0.13154975243497377,0.15999242668966132,0.13229211179138006,0.1889758290329018,0.0823089405954143,0.05999700461663457,0.22623537735173976,0.13360898222328318,0.12112974298375546,0.19390851207373103,0.28791595545467624,0.09191371916270666,0.0685842622373096,0.280497391247827,0.1432111232221702,0.19913135641674282,0.32000672492734633,0.2599321314220243,0.09454000400608552,0.10478757555114189,0.2117385211620495,0.16499022076314734,0.349221375719476,0.4332326703842898,0.052141826228860357
